SK_ID_CURR,TARGET
100001,0.019412839086726308
100005,0.06401016749441624
100013,0.009990743710659444
100028,0.030779330525547266
100038,0.0859100203961134
100042,0.02375201159156859
100057,0.00957916397601366
100065,0.024049566127359867
100066,0.004721503064502031
100067,0.0376639305613935
100074,0.05205516517162323
100090,0.030002552084624767
100091,0.12275927886366844
100092,0.05217648996040225
100106,0.042687495704740286
100107,0.10202894918620586
100109,0.0357619640417397
100117,0.01822209474630654
100128,0.0535375764593482
100141,0.019002488115802407
100150,0.008024277165532112
100168,0.006194735993631184
100169,0.046918963082134724
100170,0.0509170419536531
100171,0.038316580932587385
100172,0.07012783363461494
100184,0.06150816287845373
100187,0.03657581238076091
100212,0.09658868378028274
100222,0.0325424000620842
100223,0.00882794230710715
100232,0.008723627892322838
100241,0.27142223715782166
100245,0.0170981886330992
100253,0.040071562165394425
100256,0.06597575452178717
100271,0.006674206873867661
100278,0.2605525553226471
100280,0.006463743397034705
100306,0.21124903298914433
100311,0.12963317427784204
100312,0.024011313682422042
100330,0.12309511750936508
100331,0.02656085556373
100352,0.0673681702464819
100358,0.05039995117112994
100367,0.019729466061107814
100382,0.12493355013430119
100384,0.08106705453246832
100385,0.06736235972493887
100386,0.03438896965235472
100399,0.020404820330440998
100404,0.07407787349075079
100416,0.014170456794090569
100422,0.07563632167875767
100426,0.01528820558451116
100438,0.03748324094340205
100444,0.12615855038166046
100445,0.20474731549620628
100446,0.04486563382670283
100447,0.023037757724523544
100450,0.04089850885793567
100466,0.018062874558381736
100483,0.019504396710544825
100484,0.01875217934139073
100494,0.06248120404779911
100510,0.1403627097606659
100512,0.034630395937711
100517,0.029661239124834538
100548,0.030379854142665863
100551,0.03352569695562124
100552,0.04581930721178651
100553,0.024187724804505706
100561,0.08822465222328901
100568,0.48531991243362427
100569,0.033796416595578194
100591,0.058377289678901434
100592,0.019893399206921458
100602,0.059407418593764305
100607,0.0449233278632164
100613,0.0700725233182311
100617,0.1370805725455284
100618,0.10404800344258547
100622,0.0283345109783113
100625,0.1110563613474369
100677,0.1528765894472599
100699,0.03419808205217123
100702,0.3475922420620918
100711,0.06273125857114792
100729,0.11323888041079044
100740,0.2173659410327673
100744,0.1890893168747425
100745,0.04190744273364544
100747,0.11635521985590458
100751,0.3125958517193794
100752,0.0498838743660599
100753,0.20805181376636028
100754,0.19744183123111725
100760,0.04121878743171692
100762,0.05544357746839523
100763,0.04537476133555174
100765,0.015147498110309243
100770,0.046689738519489765
100772,0.012908279430121183
100777,0.018496567383408546
100791,0.01581544813234359
100792,0.013988911756314337
100797,0.02131144842132926
100823,0.029795239679515362
100826,0.020476216450333595
100830,0.025068480521440506
100836,0.2505340948700905
100872,0.06062602810561657
100910,0.04180358722805977
100913,0.15127564035356045
100918,0.025345994858071208
100931,0.008966585388407111
100952,0.04216571291908622
100953,0.0701706251129508
100965,0.1506180800497532
100970,0.024630555883049965
100982,0.1238252092152834
100983,0.2804065477102995
100984,0.039473821176216006
100987,0.03934201318770647
100997,0.05507279187440872
100998,0.14646200463175774
101002,0.05573098128661513
101005,0.1404916364699602
101008,0.25506092980504036
101020,0.062174297869205475
101021,0.019724524579942226
101024,0.024665778502821922
101025,0.10423898044973612
101026,0.03619088092818856
101031,0.017390801571309566
101041,0.017905831802636385
101051,0.005909166065976024
101055,0.10592120792716742
101056,0.23853896744549274
101057,0.04121447820216417
101064,0.02653559995815158
101079,0.07082845363765955
101087,0.020949654513970017
101090,0.027655426878482103
101092,0.08453484438359737
101097,0.0941896429285407
101099,0.021995816845446825
101107,0.10665473621338606
101118,0.06574703846126795
101125,0.08321767020970583
101126,0.016564692836254835
101128,0.012364480877295136
101136,0.07653981633484364
101140,0.1750180870294571
101149,0.15836440585553646
101160,0.0785320969298482
101169,0.209118464961648
101181,0.03357958421111107
101186,0.013442061142995954
101190,0.08977438602596521
101193,0.08610356692224741
101194,0.11009213235229254
101198,0.1919119954109192
101200,0.04243582999333739
101204,0.03149538952857256
101211,0.046308388002216816
101213,0.08640909846872091
101223,0.034957622177898884
101225,0.07977632619440556
101237,0.1041233716532588
101243,0.06459102686494589
101244,0.1296735517680645
101258,0.04535377025604248
101259,0.18787619657814503
101268,0.10312936827540398
101269,0.022217286401428282
101271,0.11474653147161007
101279,0.04887009598314762
101281,0.10224514361470938
101287,0.037138919811695814
101292,0.0414913659915328
101294,0.028627370484173298
101296,0.07982292678207159
101297,0.02031558332964778
101299,0.018809065222740173
101301,0.041118727531284094
101305,0.09407196287065744
101308,0.17601200565695763
101318,0.01725331088528037
101327,0.2946109212934971
101329,0.02269331063143909
101332,0.03604300133883953
101337,0.06247997283935547
101343,0.01836365880444646
101345,0.01729272003285587
101346,0.016321337781846523
101353,0.012284122174605727
101354,0.08940254710614681
101355,0.17984283342957497
101356,0.021379655227065086
101362,0.038485320284962654
101363,0.30265049636363983
101365,0.023218372371047735
101366,0.0994584821164608
101367,0.13928628899157047
101368,0.01061908365227282
101374,0.09322570823132992
101380,0.012007383396849036
101383,0.04169852798804641
101398,0.025046383496373892
101399,0.3000542186200619
101401,0.23921024799346924
101412,0.04887551348656416
101426,0.037271066568791866
101427,0.30231377109885216
101428,0.20546440314501524
101429,0.23796610161662102
101434,0.045413180254399776
101440,0.10248426999896765
101448,0.07265163399279118
101449,0.032357143703848124
101465,0.031056785490363836
101467,0.023682917468249798
101472,0.09450899250805378
101478,0.1216664481908083
101497,0.04493977501988411
101504,0.11810301011428237
101547,0.016865880461409688
101548,0.11762179713696241
101555,0.13740547746419907
101570,0.02026298432610929
101572,0.045630634762346745
101578,0.03377419896423817
101580,0.3195976987481117
101588,0.1521061509847641
101602,0.02809572173282504
101610,0.12586321122944355
101614,0.051690731663256884
101616,0.020955575862899423
101643,0.0949801579117775
101644,0.027283235918730497
101649,0.04892043024301529
101650,0.0874818405136466
101665,0.019817771390080452
101667,0.11138269025832415
101669,0.038019748870283365
101674,0.07951052300632
101675,0.028043671045452356
101678,0.09202569536864758
101682,0.05461001954972744
101686,0.04263393534347415
101697,0.2174011692404747
101700,0.37671372294425964
101711,0.035835230024531484
101714,0.04103691456839442
101715,0.2970801144838333
101728,0.05176162626594305
101732,0.04897609632462263
101757,0.13451561145484447
101758,0.030296853743493557
101759,0.09924527257680893
101762,0.017538480693474412
101764,0.04396656434983015
101780,0.38109561055898666
101784,0.009186445502564311
101789,0.013030770234763622
101816,0.08372778818011284
101819,0.0229927992913872
101827,0.015934990951791406
101863,0.08109933417290449
101867,0.04405298922210932
101870,0.021569988573901355
101873,0.1900133304297924
101878,0.09174509812146425
101879,0.043759656604379416
101880,0.015152407577261329
101887,0.02963034389540553
101897,0.01971950801089406
101901,0.09115556627511978
101903,0.3092370815575123
101920,0.011873560084495693
101921,0.03534246375784278
101922,0.05002458766102791
101961,0.1351321954280138
101962,0.028721840120851994
101971,0.07228203117847443
101976,0.3152111992239952
102002,0.08526619803160429
102005,0.029300548136234283
102007,0.4487929753959179
102017,0.017935326090082526
102019,0.2764824442565441
102029,0.010526985861361027
102051,0.1762074287980795
102052,0.008587169111706316
102054,0.018461781088262796
102062,0.06949272193014622
102067,0.20287298038601875
102068,0.04920698329806328
102070,0.03639976121485233
102090,0.09020234551280737
102092,0.041436963714659214
102099,0.10080440063029528
102100,0.038246202981099486
102112,0.07705388683825731
102113,0.02863105945289135
102122,0.14184243325144053
102123,0.03742077248170972
102125,0.06669659819453955
102126,0.2147858329117298
102146,0.034437823574990034
102147,0.10600948520004749
102151,0.036103297490626574
102158,0.08835856523364782
102159,0.02124225813895464
102162,0.07943663094192743
102165,0.0340235810726881
102166,0.025429485365748405
102174,0.029313224833458662
102193,0.16258425824344158
102198,0.033940264955163
102205,0.07815143931657076
102206,0.016563564771786332
102218,0.030595813877880573
102221,0.03103658091276884
102230,0.044289480894804
102238,0.06199342850595713
102248,0.05461990460753441
102252,0.24564268812537193
102259,0.06619292311370373
102262,0.12270491011440754
102273,0.06343560758978128
102286,0.08285781554877758
102293,0.017703084973618388
102294,0.033676762599498034
102296,0.027188400272279978
102298,0.06566211115568876
102303,0.032422879012301564
102309,0.05810405779629946
102315,0.028121374547481537
102340,0.0218237298540771
102342,0.06162909930571914
102344,0.03828551899641752
102346,0.08896991237998009
102347,0.014937444939278066
102374,0.06244478793814778
102380,0.01614161371253431
102387,0.03449986153282225
102393,0.04138029646128416
102403,0.013184137991629541
102413,0.0556538007222116
102414,0.0059022242785431445
102415,0.023644137661904097
102416,0.13834599405527115
102439,0.048703842330724
102441,0.05609285319224
102443,0.008781733806245029
102444,0.09813464060425758
102445,0.11195136792957783
102448,0.037860678508877754
102449,0.04363682772964239
102450,0.18270760215818882
102456,0.014420561492443085
102458,0.08990343753248453
102459,0.03855668194591999
102465,0.009597979602403939
102470,0.1430874988436699
102471,0.0611024028621614
102475,0.062025472056120634
102476,0.13152318261563778
102506,0.061728629283607006
102509,0.02653622440993786
102519,0.03478055540472269
102522,0.03567489003762603
102545,0.03707742574624717
102549,0.0399829070083797
102562,0.0070532740210182965
102563,0.017100866651162505
102568,0.11750066094100475
102582,0.06295070704072714
102592,0.015865322551690042
102597,0.18581357970833778
102605,0.03132048016414046
102614,0.019563758512958884
102617,0.09687205497175455
102634,0.06837231293320656
102652,0.02044732542708516
102655,0.005601920187473297
102671,0.10235743876546621
102694,0.23275740444660187
102701,0.04243102157488465
102703,0.015662209363654256
102704,0.016201958060264587
102713,0.015461581875570118
102720,0.17132445983588696
102731,0.02507236832752824
102733,0.023371498100459576
102749,0.02222545351833105
102755,0.04715193901211023
102763,0.014901795657351613
102770,0.06982870306819677
102772,0.07763427961617708
